job_id,role_id,industry_id,country_id,year_id,education_requirement_level,automation_risk_percent,ai_replacement_score,skill_gap_index,salary_before_usd,salary_after_usd,salary_change_percent,skill_demand_growth_percent,remote_feasibility_score,ai_adoption_level
5725,6,2,4,3,3,54.99,61.88,28.69,111248.17,103307.6,-7.14,10.24,96.14,34.0
5726,1,3,8,5,1,59.96,66.05,50.4,45446.08,41261.3,-9.21,-2.77,56.68,26.13
5727,5,8,1,1,2,48.27,44.18,0.1,73590.81,83587.73,13.58,10.3,12.55,25.83
5728,1,5,3,4,4,78.98,71.46,77.72,91124.83,94108.68,3.27,-3.63,96.97,88.68
5729,4,7,3,3,4,58.32,58.6,31.93,72836.0,77314.74,6.15,2.76,29.02,37.8
5730,6,2,8,3,1,40.24,38.77,0.42,62516.83,72612.83,16.15,4.91,61.25,38.49
5731,4,6,9,4,1,56.56,60.31,24.79,42452.9,43037.17,1.38,19.01,25.89,26.21
5732,2,5,2,2,1,78.65,83.47,94.52,85793.69,86758.41,1.12,2.49,32.94,32.39
5733,5,2,2,6,2,23.77,21.95,82.95,99205.6,101229.48,2.04,-4.21,67.02,88.48
5734,2,5,6,6,2,85.18,70.28,86.67,36106.17,37892.8,4.95,-0.19,71.75,68.7
5735,8,6,1,1,4,64.55,61.76,0.33,106772.21,118533.06,11.01,0.35,86.43,14.44
5736,10,8,6,1,4,69.2,60.16,44.66,135512.03,140117.41,3.4,18.99,82.78,15.28
5737,2,8,4,6,2,38.64,34.14,77.6,136915.86,144515.65,5.55,5.76,75.52,56.37
5738,4,8,4,1,1,52.81,60.2,9.02,50162.1,52694.82,5.05,2.01,95.05,35.62
5739,3,4,8,1,1,64.67,65.88,47.33,129931.76,103825.66,-20.09,25.34,11.44,1.29
5740,4,6,2,3,2,53.93,44.73,73.69,104680.98,123586.72,18.06,1.36,99.38,24.64
5741,9,6,2,2,2,48.99,55.71,1.69,54421.0,69349.79,27.43,16.0,17.77,40.74
5742,2,8,6,6,5,61.38,59.49,70.06,122563.67,93719.36,-23.53,-7.58,73.48,55.53
5743,9,7,2,2,5,70.93,70.4,57.43,45456.62,44208.11,-2.75,16.88,74.72,42.95
5744,6,8,6,6,1,10.07,9.67,14.75,77833.81,69767.83,-10.36,-1.22,21.14,72.86
5745,2,8,9,7,3,77.84,70.52,49.52,85688.51,74255.63,-13.34,-3.69,26.74,87.29
5746,5,6,7,5,2,68.33,66.07,72.12,89799.85,96195.32,7.12,-4.67,57.47,69.05
5747,8,1,7,3,5,32.98,35.66,3.28,34902.35,35852.51,2.72,9.32,84.56,45.66
5748,8,3,4,2,3,32.18,32.61,24.37,118020.3,87419.9,-25.93,10.17,84.78,75.27
5749,6,1,5,5,2,70.71,75.11,88.33,40685.0,38231.5,-6.03,7.63,77.4,62.84
5750,7,7,9,1,1,11.12,11.56,14.63,47089.37,46829.25,-0.55,-6.94,20.4,12.57
5751,7,6,7,1,4,27.93,22.35,27.58,104208.93,108283.13,3.91,5.85,20.77,86.56
5752,7,7,2,1,2,37.38,35.69,34.88,44968.38,51625.86,14.8,3.89,88.79,96.29
5753,4,7,3,3,1,64.97,68.17,49.75,134987.67,125463.95,-7.06,9.99,71.43,43.1
5754,8,6,9,3,2,41.71,48.35,65.26,142646.91,137392.81,-3.68,9.99,72.23,47.6
5755,3,1,7,4,5,52.23,45.23,23.91,59102.94,48546.62,-17.86,9.11,83.06,34.68
5756,7,3,4,7,3,56.26,66.35,60.69,59058.42,55147.89,-6.62,-9.33,27.64,60.4
5757,2,3,3,5,2,64.06,61.66,29.44,82068.87,74168.99,-9.63,-2.21,41.61,60.23
5758,10,6,6,3,3,70.39,64.68,94.74,61435.11,58672.17,-4.5,7.28,69.84,45.99
5759,4,7,4,1,5,49.84,43.54,43.36,121953.34,112760.82,-7.54,12.67,41.73,0.38
5760,8,3,7,5,3,6.3,5.36,29.37,121081.86,138786.41,14.62,5.51,77.94,58.71
5761,9,6,6,1,4,44.99,52.75,56.93,87938.88,81000.36,-7.89,8.18,83.78,79.27
5762,10,6,9,1,5,60.25,64.13,77.26,87996.46,86800.73,-1.36,13.76,90.28,58.27
5763,8,4,6,7,1,29.84,23.92,29.56,134150.58,109413.04,-18.44,-11.74,54.05,28.63
5764,9,5,6,6,1,44.41,42.2,90.94,97676.01,102602.59,5.04,14.02,29.13,86.77
5765,9,3,5,3,5,16.11,15.78,23.92,94506.65,104581.39,10.66,-4.57,94.32,70.91
5766,9,8,2,4,1,34.87,36.27,88.85,62403.41,73331.39,17.51,4.61,69.15,45.39
5767,3,2,7,4,3,51.05,53.79,62.82,54285.17,48404.32,-10.83,-8.05,82.74,77.51
5768,6,5,4,2,4,27.69,22.76,76.78,79183.94,76261.9,-3.69,2.3,11.15,42.77
5769,3,2,9,6,3,23.78,25.65,97.67,54813.91,50679.06,-7.54,-6.91,51.93,69.77
5770,8,1,2,2,3,24.64,20.74,73.03,125357.0,118146.73,-5.75,1.0,57.5,20.83
5771,2,6,1,6,5,51.19,56.87,21.96,126751.11,112863.64,-10.96,11.8,57.38,61.41
5772,3,1,7,3,4,14.02,12.03,53.12,113260.94,104586.1,-7.66,4.38,93.27,69.5
5773,1,1,4,3,2,53.48,56.56,39.86,148128.06,153993.72,3.96,-1.08,47.88,88.11
5774,2,4,3,2,4,75.21,77.08,93.77,139493.2,147204.48,5.53,7.31,48.73,3.83
5775,9,4,5,4,4,55.03,48.31,55.23,76161.99,81734.64,7.32,5.98,53.72,3.45
5776,7,7,5,6,3,50.66,47.13,77.81,86391.42,89777.88,3.92,7.31,42.6,98.94
5777,4,6,7,4,5,20.49,21.67,3.48,55566.8,53060.77,-4.51,6.33,19.16,29.1
5778,10,5,9,7,2,65.29,52.65,48.24,105089.25,97970.19,-6.77,3.47,64.98,60.58
5779,8,4,2,3,2,35.42,38.16,20.78,111424.89,107486.68,-3.53,-6.15,16.08,81.91
5780,1,2,8,4,4,47.68,56.66,94.23,149827.34,153216.28,2.26,-3.46,46.68,53.27
5781,9,5,3,3,1,31.61,25.9,70.78,145898.05,116403.26,-20.22,8.84,94.45,36.47
5782,7,7,8,3,2,74.02,84.55,52.87,111224.72,122043.12,9.73,18.81,24.47,69.28
5783,4,1,3,4,1,10.23,11.08,55.48,61171.25,58722.82,-4.0,17.84,53.72,2.77
5784,2,7,2,4,2,53.09,46.03,27.61,60256.74,59938.5,-0.53,-1.07,57.03,57.11
5785,8,2,8,6,1,32.36,37.14,3.77,103657.03,130860.59,26.24,3.91,27.18,25.25
5786,10,5,2,7,2,79.99,82.15,31.58,121770.63,112261.03,-7.81,17.46,53.98,66.45
5787,10,2,6,4,1,49.03,51.56,25.11,65042.5,67723.64,4.12,3.21,85.03,56.52
5788,3,6,8,3,2,39.47,32.46,64.95,69374.38,76980.69,10.96,8.62,14.09,60.71
5789,10,8,4,1,5,64.49,56.93,64.64,96580.23,92779.32,-3.94,7.7,49.92,99.79
5790,8,7,6,1,2,48.25,51.81,31.79,41266.57,39099.46,-5.25,-4.02,56.11,79.04
5791,3,7,8,6,3,67.97,64.13,2.04,104001.54,96081.23,-7.62,20.65,26.51,30.6
5792,1,5,3,6,3,55.91,55.78,74.34,56180.43,54796.53,-2.46,7.45,39.69,59.12
5793,10,5,9,3,4,76.58,69.42,94.81,114733.35,122895.3,7.11,-3.9,72.67,75.27
5794,10,2,5,7,5,89.11,96.66,35.19,124862.1,133119.94,6.61,22.44,41.84,92.1
5795,9,3,6,1,4,45.89,48.24,41.54,123697.84,136906.32,10.68,-0.46,19.71,70.9
5796,7,8,1,7,4,43.38,46.83,53.14,46116.76,48593.67,5.37,4.73,77.94,30.02
5797,9,2,7,3,1,76.09,84.58,36.44,102428.88,93445.59,-8.77,3.41,82.54,19.11
5798,6,8,2,7,2,42.06,45.47,93.22,37527.13,43444.12,15.77,-9.68,80.14,92.09
5799,2,6,3,1,1,25.03,26.31,0.69,124470.63,130144.19,4.56,-0.95,36.04,55.73
5800,6,1,8,2,3,52.59,46.42,29.87,42900.93,50778.77,18.36,6.38,81.42,6.98
5801,1,8,1,2,4,29.07,32.21,48.09,51862.44,44132.5,-14.9,-1.99,14.56,76.36
5802,6,5,8,2,1,30.42,35.83,88.81,115953.3,102088.48,-11.96,-4.42,52.77,35.46
5803,6,3,3,2,5,73.08,62.07,72.45,103307.62,105275.44,1.9,18.73,66.66,96.27
5804,8,2,9,3,3,6.44,5.42,39.36,86727.94,97336.41,12.23,4.47,42.48,70.34
5805,10,5,7,1,1,59.2,61.85,37.02,39740.37,40417.77,1.7,4.3,37.04,44.3
5806,7,2,5,1,3,62.86,58.06,32.45,79209.86,70849.26,-10.55,4.11,11.57,91.92
5807,8,3,9,1,4,24.72,20.78,75.92,65407.28,68617.79,4.91,27.18,29.57,12.14
5808,1,8,9,1,5,52.45,59.2,68.86,51696.05,53745.95,3.97,-12.94,66.25,7.23
5809,8,4,7,3,5,42.98,47.05,18.14,59546.25,64296.45,7.98,-19.26,75.19,37.15
5810,6,5,3,7,4,17.39,18.46,66.73,61265.74,61742.45,0.78,2.81,73.31,2.61
5811,7,2,2,7,2,58.52,68.8,17.88,92558.85,83058.38,-10.26,12.48,77.64,86.81
5812,2,1,3,5,5,82.02,74.11,80.42,79601.19,73656.39,-7.47,-0.25,91.81,42.69
5813,2,1,6,1,5,85.6,73.94,76.7,43201.6,42896.03,-0.71,-2.84,89.05,81.94
5814,1,3,3,5,4,42.98,44.89,62.97,43179.0,38892.03,-9.93,-5.73,44.03,27.39
5815,10,3,3,4,2,42.6,40.13,37.92,88466.89,92817.39,4.92,-0.57,87.46,24.82
5816,4,8,7,7,3,18.63,20.29,92.42,34217.8,35763.73,4.52,20.49,73.05,23.07
5817,2,4,9,2,1,73.2,67.97,22.24,58386.72,65096.58,11.49,12.22,62.36,6.39
5818,10,4,7,4,3,27.66,24.53,28.65,78578.39,80065.76,1.89,1.44,74.03,34.67
5819,1,4,3,4,5,49.41,41.52,41.52,132907.77,123150.01,-7.34,7.98,86.28,68.07
5820,7,6,8,6,4,41.71,44.92,17.28,96058.38,102459.49,6.66,6.84,16.02,37.48
5821,1,6,9,1,1,75.58,67.03,81.32,30192.66,29140.67,-3.48,7.36,44.46,13.15
5822,1,7,2,4,1,25.65,25.68,31.91,55429.52,64122.15,15.68,-3.31,20.75,47.96
5823,3,6,7,7,1,19.23,18.3,82.16,141567.6,151056.91,6.7,-8.26,70.9,84.25
5824,7,3,9,5,3,72.93,72.0,98.26,146499.48,191961.21,31.03,9.78,70.1,37.38
5825,5,5,8,4,1,56.34,56.67,3.54,132327.47,125631.04,-5.06,17.82,62.71,50.0
5826,9,5,9,6,2,48.59,48.5,85.34,112020.8,131068.06,17.0,-2.88,96.85,8.03
5827,2,1,7,7,2,52.17,59.9,73.91,142191.47,150330.66,5.72,10.3,63.75,5.19
5828,9,5,9,1,1,47.74,45.98,52.7,118835.52,99750.27,-16.06,12.43,63.96,8.31
5829,8,7,9,5,5,5.0,4.8,75.72,128716.11,142628.46,10.81,6.46,21.33,96.41
5830,6,5,5,5,4,74.52,77.48,5.87,84504.34,88324.1,4.52,-6.29,27.1,48.18
5831,4,3,9,7,3,24.39,21.29,24.79,33503.57,30206.1,-9.84,16.01,72.83,65.35
5832,4,7,8,5,2,14.63,13.53,56.69,140208.14,141939.96,1.24,-20.44,77.51,80.33
5833,7,6,5,3,5,74.63,74.55,19.38,121730.55,119055.08,-2.2,-5.08,66.54,69.19
5834,6,4,9,5,2,61.31,53.8,98.16,51410.23,52842.48,2.79,-1.86,91.9,55.94
5835,8,6,4,6,4,41.68,42.33,4.27,111757.39,118039.72,5.62,3.17,26.81,30.21
5836,9,8,5,2,4,45.34,44.93,40.03,67728.35,69709.02,2.92,1.78,50.39,57.3
5837,9,4,2,6,1,48.26,49.72,70.48,105525.72,109795.42,4.05,-12.03,32.01,58.88
5838,4,3,8,2,4,40.24,32.82,73.4,62959.97,61614.15,-2.14,9.09,99.7,46.3
5839,4,3,1,7,5,11.85,9.84,8.21,36745.73,33486.87,-8.87,-6.74,20.02,43.81
5840,5,2,3,7,4,35.57,37.51,19.59,139678.26,172321.1,23.37,8.02,13.56,55.91
5841,8,1,4,1,1,25.77,30.14,88.56,106517.84,113647.18,6.69,17.4,11.53,70.31
5842,8,1,2,2,2,12.4,13.3,1.05,67308.82,53310.0,-20.8,7.11,72.46,52.27
5843,8,8,6,2,5,67.18,63.36,72.19,130301.0,141297.67,8.44,-3.18,45.4,12.87
5844,10,6,8,1,5,25.26,27.72,18.62,36143.24,28285.46,-21.74,4.6,72.26,10.74
5845,6,3,3,2,4,19.29,18.55,52.04,128903.27,140025.8,8.63,6.84,29.6,59.62
5846,6,5,6,4,3,55.87,60.91,98.87,86164.06,94802.92,10.03,1.28,25.91,3.7
5847,8,3,7,7,4,31.05,27.91,39.65,148330.0,167873.46,13.18,-4.6,32.54,30.34
5848,9,2,5,5,4,27.02,27.8,22.61,116203.69,107219.96,-7.73,22.7,12.3,2.27
5849,10,8,8,6,5,62.3,70.75,59.89,82278.06,80662.76,-1.96,7.48,42.35,56.53
5850,4,5,7,2,4,30.42,36.47,45.23,36206.67,36679.96,1.31,-8.04,59.51,98.41
5851,4,1,9,1,4,52.0,55.46,21.37,42823.79,47168.25,10.14,7.84,62.86,44.28
5852,1,2,7,2,5,50.47,49.84,14.19,118942.13,90788.14,-23.67,12.77,60.37,24.12
5853,1,4,7,4,4,39.96,41.91,22.62,119879.41,133463.54,11.33,5.66,86.25,49.45
5854,10,7,4,4,4,38.68,42.34,41.87,101355.3,104149.63,2.76,-3.23,43.62,33.42
5855,3,8,1,2,2,68.59,66.74,67.8,105327.3,108252.11,2.78,0.57,39.08,79.89
5856,4,7,6,3,5,52.53,48.69,35.63,117780.88,140875.63,19.61,10.83,24.25,78.7
5857,6,5,1,5,5,32.43,33.98,11.47,68570.43,59595.02,-13.09,13.63,89.23,66.12
5858,3,4,1,3,5,60.92,58.37,3.4,99136.8,92803.06,-6.39,-14.83,71.3,70.07
5859,10,2,6,2,4,26.93,29.83,49.35,96803.85,90349.03,-6.67,-12.01,73.93,77.67
5860,7,2,7,3,1,37.1,39.93,25.8,129842.72,147289.9,13.44,10.36,52.94,22.91
5861,4,5,2,3,5,40.05,38.15,33.27,55460.85,54003.97,-2.63,6.65,89.88,17.5
5862,8,1,9,1,3,68.59,81.99,39.84,148538.53,153475.73,3.32,-7.5,17.27,16.17
5863,3,2,5,7,4,66.74,79.95,79.81,91825.13,90302.64,-1.66,9.95,87.53,66.84
5864,7,2,2,5,2,77.22,88.48,88.79,105810.52,111178.2,5.07,11.57,24.55,64.86
5865,6,3,8,5,3,20.37,23.38,6.59,148445.6,131066.12,-11.71,1.47,94.21,4.54
5866,9,1,5,5,5,42.91,47.55,31.68,93460.16,95270.88,1.94,5.86,19.24,15.72
5867,10,3,5,7,3,60.62,58.64,41.08,65635.38,72162.64,9.94,6.57,24.48,21.53
5868,4,8,9,1,3,56.96,46.85,67.38,67734.74,59961.75,-11.48,-12.27,41.46,84.12
5869,8,7,8,3,3,66.22,67.5,58.19,38457.97,40950.88,6.48,21.43,14.54,19.84
5870,6,4,2,4,5,24.14,20.96,65.86,141412.75,139474.89,-1.37,20.93,46.36,38.65
5871,10,1,6,1,2,67.09,63.31,22.61,102341.15,101082.01,-1.23,4.72,12.0,27.41
5872,8,4,4,1,1,35.87,33.78,2.41,56778.21,50092.32,-11.78,12.07,61.01,15.07
5873,3,4,1,6,1,68.88,81.84,65.6,114864.31,120689.83,5.07,4.19,48.14,23.95
5874,3,8,9,4,3,8.08,7.13,57.22,59411.01,52395.07,-11.81,20.46,89.82,55.85
5875,1,7,7,6,5,53.58,54.79,88.56,37610.35,38294.41,1.82,1.1,79.12,43.36
5876,7,4,8,2,2,34.66,31.58,23.44,139435.03,152927.38,9.68,-8.39,80.84,2.2
5877,2,8,4,7,1,27.37,25.54,69.6,61295.84,60733.24,-0.92,3.66,39.99,12.81
5878,4,7,7,2,1,59.45,53.64,66.11,101883.94,106306.25,4.34,1.61,83.99,19.21
5879,8,2,4,1,2,7.54,8.62,17.81,134533.16,131007.34,-2.62,16.71,80.99,40.74
5880,5,4,7,6,4,14.93,16.2,15.07,141243.01,130151.63,-7.85,3.45,30.56,86.25
5881,1,6,6,3,2,32.48,37.1,17.23,86186.17,91008.09,5.59,2.33,63.69,71.62
5882,10,6,9,6,3,83.95,84.74,84.54,106651.75,97454.41,-8.62,9.61,94.51,79.61
5883,10,3,3,3,4,42.79,44.16,37.65,109248.24,95057.3,-12.99,-23.49,34.19,56.67
5884,6,1,7,6,4,68.38,62.74,7.04,105874.04,89032.88,-15.91,3.92,96.65,23.84
5885,5,7,7,5,4,61.34,68.33,43.05,112798.18,97942.28,-13.17,8.1,78.39,92.8
5886,2,1,3,3,3,59.2,70.91,42.8,87568.39,78753.64,-10.07,10.57,91.18,80.13
5887,2,6,1,6,1,86.07,89.84,88.37,111596.7,120130.86,7.65,5.2,49.57,50.06
5888,5,8,7,5,5,21.87,25.78,22.11,54169.91,53580.52,-1.09,-4.3,34.63,74.08
5889,9,1,2,2,3,31.53,34.31,19.6,57595.9,54737.8,-4.96,16.79,20.06,96.14
5890,4,5,3,5,2,22.42,19.28,35.84,41476.05,42373.8,2.16,2.85,25.44,11.14
5891,7,8,8,7,4,71.6,69.99,15.72,99782.09,98931.3,-0.85,-0.38,63.13,95.71
5892,10,5,7,4,3,47.85,52.93,13.27,82029.88,81686.97,-0.42,-10.37,47.55,97.98
5893,4,1,4,2,1,74.22,76.67,17.65,96834.84,91452.05,-5.56,4.2,31.96,9.21
5894,10,2,1,5,4,92.24,80.02,15.01,146646.6,170424.65,16.21,6.0,39.46,53.29
5895,8,6,4,2,4,5.0,4.82,55.51,91729.22,104072.8,13.46,0.6,55.15,63.61
5896,6,5,3,3,2,22.92,26.24,36.28,87852.44,94770.76,7.87,2.03,91.07,22.43
5897,9,1,2,1,3,62.69,52.73,2.99,130390.09,146076.81,12.03,9.05,27.06,11.42
5898,8,6,1,7,1,5.41,4.38,11.65,143123.03,145993.99,2.01,-3.32,92.89,62.78
5899,7,7,8,5,3,12.29,12.77,90.31,68707.08,61148.09,-11.0,-3.16,55.5,23.79
5900,9,2,8,6,1,60.67,64.18,40.08,116706.61,119624.63,2.5,0.98,64.26,63.01
5901,8,2,4,3,2,5.0,5.24,49.41,88303.5,71947.11,-18.52,-9.46,48.05,61.2
5902,6,5,9,6,4,30.99,28.13,49.78,101078.12,111127.35,9.94,6.75,79.22,5.22
5903,10,5,6,2,5,64.44,62.32,36.11,144947.51,170460.12,17.6,1.53,97.04,15.1
5904,7,6,1,6,1,13.82,12.79,4.44,44011.75,48748.7,10.76,13.14,22.64,59.52
5905,2,7,5,4,2,35.81,34.07,34.53,103675.26,120204.94,15.94,17.88,40.59,14.69
5906,7,1,5,3,1,72.03,59.15,71.74,46805.37,53416.38,14.12,16.86,82.38,39.5
5907,1,7,3,3,1,11.53,12.96,44.41,131650.78,131526.26,-0.09,20.42,99.95,46.21
5908,1,3,3,2,3,58.76,62.75,51.81,100242.03,103506.56,3.26,18.58,50.51,66.21
5909,2,3,8,4,5,27.49,23.19,12.54,81092.12,83871.55,3.43,13.89,97.54,3.99
5910,5,5,4,7,4,60.54,56.04,2.33,129111.2,123258.24,-4.53,-0.35,40.64,78.84
5911,6,1,4,1,1,53.72,48.67,16.85,43145.79,42577.55,-1.32,16.98,39.09,58.42
5912,3,4,4,6,3,42.57,43.85,70.67,113877.19,111056.77,-2.48,0.23,90.09,59.0
5913,6,7,3,7,2,33.0,37.62,24.9,79103.98,84221.38,6.47,1.1,75.55,46.02
5914,9,1,8,4,3,75.26,88.13,71.15,137039.24,148416.2,8.3,19.21,47.87,27.35
5915,1,8,7,2,3,14.22,15.93,12.22,79241.91,77140.24,-2.65,-10.51,38.35,82.97
5916,3,7,2,3,4,68.47,80.57,62.24,147513.19,155735.86,5.57,-19.61,33.12,89.8
5917,2,5,2,6,3,37.58,39.24,79.95,101447.85,103372.99,1.9,-2.17,79.04,18.78
5918,7,6,1,1,3,61.59,70.91,98.65,79207.11,78692.99,-0.65,1.19,69.42,89.14
5919,9,7,5,5,2,75.67,88.06,65.8,111902.77,115007.85,2.77,10.95,52.11,10.43
5920,7,3,5,4,3,27.24,27.84,89.75,41497.48,43279.48,4.29,-4.59,36.47,16.97
5921,7,1,1,7,2,22.49,22.42,58.37,138521.94,165187.12,19.25,8.0,26.26,71.35
5922,10,7,7,2,4,70.41,62.42,66.94,55379.05,64829.61,17.07,14.46,72.4,90.93
5923,1,3,7,4,2,76.35,85.82,87.87,32319.47,31078.53,-3.84,3.85,30.24,38.17
5924,2,2,3,4,1,85.73,86.13,64.89,73537.87,82488.79,12.17,8.97,37.11,93.23
5925,1,3,1,7,4,24.93,29.11,2.83,95130.27,95431.25,0.32,6.4,59.94,68.25
5926,7,8,8,7,4,30.25,24.85,25.11,51149.66,55807.84,9.11,0.06,29.06,19.96
5927,5,3,8,7,4,63.73,59.32,6.48,116398.39,116739.22,0.29,7.17,33.73,37.29
5928,8,6,2,1,5,45.41,49.06,88.63,139060.24,144313.98,3.78,14.19,50.49,67.93
5929,10,8,8,1,5,71.66,63.58,50.76,54985.77,53344.82,-2.98,11.74,82.49,37.72
5930,6,7,7,5,2,63.46,56.38,76.37,51543.84,46313.97,-10.15,4.76,57.51,82.07
5931,3,8,4,1,2,52.89,43.38,49.22,132267.04,125586.9,-5.05,6.72,39.31,55.66
5932,6,1,5,4,4,22.09,23.69,63.48,54293.31,61560.49,13.39,7.16,43.73,24.7
5933,8,6,1,1,3,49.09,40.66,83.27,143215.08,142185.65,-0.72,9.95,66.09,85.74
5934,6,4,8,6,4,25.64,20.8,38.46,136124.53,180989.87,32.96,10.53,72.23,57.45
5935,10,5,5,2,2,28.81,29.51,64.8,106991.49,108633.88,1.54,22.6,91.01,46.43
5936,5,5,2,5,5,46.27,51.46,83.32,107803.38,103855.78,-3.66,-3.14,11.81,29.54
5937,8,6,2,3,1,39.92,44.79,58.56,34787.36,36556.41,5.09,-10.69,73.81,86.65
5938,5,4,9,2,3,77.74,89.92,46.73,119631.54,136106.21,13.77,4.55,94.59,99.39
5939,6,5,7,3,3,75.6,82.15,44.2,101758.18,106795.98,4.95,5.42,96.28,47.76
5940,8,4,2,2,2,45.41,51.02,43.31,129525.32,128896.44,-0.49,-5.01,53.44,68.47
5941,3,5,3,2,4,8.15,6.86,90.06,66448.98,73805.41,11.07,-1.92,47.34,83.29
5942,7,1,6,4,4,38.1,42.07,52.53,142299.38,126271.09,-11.26,-9.16,97.3,73.75
5943,1,3,5,6,3,64.08,58.85,53.2,67624.92,69294.51,2.47,-11.82,98.9,21.46
5944,5,7,3,6,3,26.98,24.2,79.17,91257.85,101067.72,10.75,1.4,36.77,39.22
5945,2,3,2,7,2,30.15,25.56,13.67,71637.03,71378.08,-0.36,5.02,27.09,17.57
5946,5,5,7,5,3,27.73,24.03,19.51,148065.64,169326.62,14.36,10.18,83.74,66.77
5947,2,3,9,6,2,74.29,78.22,64.94,141413.96,133059.62,-5.91,-3.24,18.39,83.73
5948,6,2,6,1,1,41.41,48.16,41.17,83113.7,100963.43,21.48,-4.86,78.95,35.13
5949,7,7,7,2,5,54.11,47.7,55.4,95590.19,91313.02,-4.47,4.88,86.02,0.06
5950,3,2,8,4,3,33.48,27.05,35.26,106411.76,113306.78,6.48,3.05,67.67,64.64
5951,3,2,4,7,2,26.21,21.37,73.82,115949.37,87281.01,-24.72,13.9,58.45,74.68
5952,4,3,7,2,5,59.89,63.68,90.38,103186.61,103317.51,0.13,4.48,65.13,6.96
5953,3,7,2,4,2,29.94,31.75,70.45,137165.96,157395.57,14.75,21.63,37.34,18.41
5954,6,4,8,1,5,23.97,20.87,80.63,47807.17,43736.93,-8.51,-2.11,74.16,15.84
5955,4,5,7,5,1,11.68,11.1,30.51,77724.56,90405.59,16.32,2.11,56.69,56.6
5956,7,2,4,6,4,50.65,53.67,6.08,103979.77,93822.61,-9.77,16.2,98.07,14.44
5957,9,2,5,7,1,73.73,78.93,66.43,135122.72,128746.85,-4.72,15.13,73.48,5.06
5958,7,4,2,6,4,42.48,49.92,27.41,35996.49,29452.88,-18.18,15.41,44.17,58.25
5959,10,7,6,6,3,68.51,66.79,50.75,149190.69,142829.45,-4.26,-5.31,89.48,42.36
5960,7,3,1,7,2,76.88,76.52,86.18,34245.47,40292.21,17.66,-0.8,87.72,60.96
5961,8,6,3,3,1,12.13,14.0,57.48,42962.18,51006.1,18.72,1.6,50.59,87.08
5962,8,4,9,2,4,29.66,30.65,21.12,91522.36,85107.77,-7.01,-2.07,35.19,4.42
5963,4,5,2,4,5,21.43,20.78,13.11,46006.17,45676.12,-0.72,9.6,46.34,26.77
5964,6,7,4,6,3,45.87,47.63,41.82,77257.02,79002.29,2.26,6.01,89.0,11.86
5965,7,7,8,5,3,55.66,44.69,63.31,85722.43,108170.81,26.19,2.36,76.84,72.95
5966,4,8,6,7,4,13.11,14.35,82.98,38180.71,42212.11,10.56,-1.4,54.38,69.49
5967,8,5,9,3,1,35.16,41.89,93.62,63737.43,56178.9,-11.86,-14.71,19.38,40.41
5968,6,5,3,4,4,64.24,73.15,88.61,31747.08,31789.88,0.13,19.82,28.55,49.87
5969,7,6,5,5,2,69.1,67.28,99.05,104001.98,84405.36,-18.84,4.06,10.99,61.05
5970,2,8,2,5,1,65.42,65.86,53.77,131222.68,138056.23,5.21,-13.98,71.2,20.98
5971,8,3,4,7,5,64.74,70.88,5.33,133812.8,134269.3,0.34,4.95,21.2,53.66
5972,1,2,8,1,1,21.93,21.4,92.74,125311.34,117547.09,-6.2,16.96,94.08,36.83
5973,7,3,4,2,3,12.8,13.5,36.26,48446.99,49334.43,1.83,10.8,94.65,58.3
5974,9,7,5,5,3,14.47,11.75,90.06,34647.35,29380.37,-15.2,13.67,71.89,28.47
5975,1,4,9,1,2,12.61,13.77,31.09,96095.87,103177.78,7.37,14.95,41.37,74.78
5976,4,4,1,7,2,74.8,78.09,70.35,133908.98,128195.93,-4.27,14.88,99.25,2.86
5977,1,7,2,6,2,79.07,71.04,44.04,136042.65,125382.96,-7.84,-2.28,67.88,70.55
5978,3,8,2,1,4,5.0,4.9,48.91,62620.22,55161.43,-11.91,6.59,39.12,71.32
5979,2,8,9,2,5,86.17,89.25,7.48,111449.5,111565.26,0.1,14.57,54.43,99.14
5980,6,3,6,2,4,54.54,61.22,64.65,56509.88,61875.83,9.5,-7.37,51.05,40.43
5981,6,7,6,6,5,11.57,13.35,88.45,85316.53,77715.24,-8.91,10.55,55.34,43.89
5982,6,6,6,4,4,55.96,55.28,49.84,65485.49,53054.9,-18.98,-0.5,59.67,46.16
5983,1,7,9,1,3,27.88,23.29,13.75,88358.41,97682.33,10.55,11.4,34.91,66.82
5984,1,3,3,6,1,58.07,62.89,89.08,77823.13,79945.14,2.73,-10.94,15.63,33.39
5985,8,2,9,4,1,61.83,62.62,43.67,61882.07,56796.37,-8.22,-2.79,84.63,98.5
5986,9,5,3,5,3,47.44,39.46,75.1,135246.53,137757.63,1.86,11.22,55.62,62.05
5987,8,1,5,2,2,5.0,5.31,70.96,116643.64,137380.48,17.78,10.61,67.49,11.55
5988,10,7,2,3,1,87.89,92.2,72.78,71146.5,71183.76,0.05,13.39,71.11,95.22
5989,3,3,3,7,3,64.13,67.84,16.57,144068.21,172286.2,19.59,-15.17,18.29,18.97
5990,7,6,1,4,5,47.64,56.46,2.78,139493.17,137022.65,-1.77,-18.63,46.32,94.76
5991,10,4,7,3,3,61.49,51.18,27.41,85443.99,86197.47,0.88,10.8,72.65,8.85
5992,9,3,8,4,4,71.41,72.53,92.12,83457.2,80842.05,-3.13,24.67,22.83,27.2
